"date","party","est","lower","upper"
2023-06-11,"VL",0.0928886083370482,0.0566455994273664,0.169504247947505
2023-06-11,"NA.",0.000438056884801459,0.000206396162289058,0.000967998892034927
2023-06-11,"oth",0.33151529780963,0.277032144833445,0.371750514974077
2023-06-18,"TS.LKD",0.0927700644688761,0.0660261002765069,0.132994467633039
2023-06-18,"LVZS",0.0828843730289175,0.0551328572964813,0.130646827739085
2023-06-18,"LSDP",0.159830260571558,0.107449032222105,0.236459242108375
2023-06-18,"LRLS",0.0588199764099204,0.0415441802363974,0.0880382454467618
2023-06-18,"DP",0.0415077560966839,0.0221937216891531,0.101104895664247
2023-06-18,"LP",0.0291988160772079,0.0200055196662927,0.0462549526034745
2023-06-18,"LSDDP.LRP",0.021194383990754,0.0112178079330799,0.0559982338767011
2023-06-18,"LLRA.KSS",0.0197699592542922,0.01122998718342,0.0475821832703185
2023-06-18,"TT.LT",0.029045400034945,0.018373807774485,0.0551293507430413
2023-06-18,"VL",0.0920586058349112,0.0561464592344969,0.167638439168168
2023-06-18,"NA.",0.000435600700771858,0.000198532865457252,0.000971062073210563
2023-06-18,"oth",0.33218565324464,0.277572742531898,0.372336235831581
2023-06-25,"TS.LKD",0.0926388450819908,0.0658033021846374,0.132527979244994
2023-06-25,"LVZS",0.0829443169497762,0.0551847073704352,0.13059662669714
2023-06-25,"LSDP",0.160016976342108,0.107345626580107,0.236927352087812
2023-06-25,"LRLS",0.0589753535559515,0.0416549517525115,0.088214502919331
2023-06-25,"DP",0.0413790569203518,0.0219576146738024,0.100947947796206
2023-06-25,"LP",0.0291528317548833,0.0199630160064735,0.0458320401105663
2023-06-25,"LSDDP.LRP",0.0214862766268725,0.0113601277973842,0.0566208592904759
2023-06-25,"LLRA.KSS",0.0197399222970902,0.0112086573068939,0.047485812652934
2023-06-25,"TT.LT",0.0288522772379134,0.0182592537508472,0.0546356692495143
2023-06-25,"VL",0.0913197171527212,0.0556870959036136,0.165731765912596
2023-06-25,"NA.",0.000429775043235938,0.000194627105779003,0.000965735524808527
2023-06-25,"oth",0.332956486008685,0.278290946887548,0.372967162059355
2023-07-02,"TS.LKD",0.092492804912383,0.0658267682047363,0.132690876789402
2023-07-02,"LVZS",0.0829596792572627,0.0552225661292893,0.130858166214238
2023-07-02,"LSDP",0.160240140455577,0.107581383440391,0.237319888230967
2023-07-02,"LRLS",0.0590531197955849,0.041805805562686,0.0883603808130061
2023-07-02,"DP",0.0413131004686055,0.0218783417591367,0.100582421445233
2023-07-02,"LP",0.0290933121223024,0.0199434810529604,0.0460195559855894
2023-07-02,"LSDDP.LRP",0.0217059374323264,0.0114354433663828,0.057249249096773
2023-07-02,"LLRA.KSS",0.0197092783547449,0.0111957750000938,0.0476459294407855
2023-07-02,"TT.LT",0.028622577563923,0.0180534413209971,0.0543850055539915
2023-07-02,"VL",0.0902725722571403,0.0550305046757155,0.164125917702857
2023-07-02,"NA.",0.00042594094832367,0.000190774755228624,0.000974738945927383
2023-07-02,"oth",0.333869517583693,0.279234132217412,0.373667042015766
2023-07-09,"TS.LKD",0.092368950755953,0.0657382247896645,0.132757950742242
2023-07-09,"LVZS",0.0830058599395229,0.0552995653320511,0.13089715020497
2023-07-09,"LSDP",0.160285842595219,0.10775585775809,0.237384564480995
2023-07-09,"LRLS",0.0591126708723161,0.0420126333972121,0.0887227694686813
2023-07-09,"DP",0.0410975991367587,0.0217888622863513,0.100706478096156
2023-07-09,"LP",0.0290198594307967,0.0199089525601449,0.0459416132243382
2023-07-09,"LSDDP.LRP",0.0219684026045199,0.0115769821180563,0.0578491642607285
2023-07-09,"LLRA.KSS",0.0196388987003803,0.0111994412513134,0.0475535722201879
2023-07-09,"TT.LT",0.0283682110328746,0.0179291128583672,0.0537422659729098
2023-07-09,"VL",0.0894794590290771,0.0543988482475227,0.162166893013376
2023-07-09,"NA.",0.000417086376590515,0.000184856417437705,0.000975269380419105
2023-07-09,"oth",0.334661202162412,0.279866723946921,0.374595097901212
2023-07-16,"TS.LKD",0.0924206304258916,0.0660385298700766,0.132867425047411
2023-07-16,"LVZS",0.0830051963119938,0.0553747478879983,0.130933283380123
2023-07-16,"LSDP",0.160336505082613,0.108100440561091,0.238236338543367
2023-07-16,"LRLS",0.0591585369353526,0.0421012402181887,0.0888547625345352
2023-07-16,"DP",0.0410264173026945,0.021648057885831,0.0999493961753526
2023-07-16,"LP",0.0289556652509961,0.0198791897875885,0.0458227264847549
2023-07-16,"LSDDP.LRP",0.0222572880201017,0.0117045575467689,0.0589925093742001
2023-07-16,"LLRA.KSS",0.0196178812576434,0.0111982775607265,0.0475646790608701
2023-07-16,"TT.LT",0.0280889853818817,0.0177869989174645,0.0535352413428304
2023-07-16,"VL",0.0885526122668156,0.0537696375242237,0.16065525392618
2023-07-16,"NA.",0.000407626073966354,0.000178509689877784,0.000986627386345451
2023-07-16,"oth",0.335391899482087,0.280531182960812,0.375242567727328
2023-07-23,"TS.LKD",0.0923671967016906,0.0657560539014208,0.132136197182769
2023-07-23,"LVZS",0.083084081445489,0.0556068775190578,0.131263408517072
2023-07-23,"LSDP",0.160490896005555,0.108053215318478,0.237874255555825
2023-07-23,"LRLS",0.059262968762379,0.0422673645275654,0.0888532677762076
2023-07-23,"DP",0.0408326744694754,0.0214170431501964,0.0993340747982639
2023-07-23,"LP",0.0289303158265075,0.0198373528082373,0.0457817220979637
2023-07-23,"LSDDP.LRP",0.0225420162724189,0.0118577515962255,0.0595291618463924
2023-07-23,"LLRA.KSS",0.0195848722454122,0.0112017224897353,0.0472915275942343
2023-07-23,"TT.LT",0.0278273475918409,0.0176376756481116,0.0530718810383648
2023-07-23,"VL",0.0877166871972831,0.0533163961762551,0.159071488272772
2023-07-23,"NA.",0.000402590177246556,0.000173774522522047,0.000981318894609213
2023-07-23,"oth",0.336289302387047,0.281144292980239,0.376216660008279
2023-07-30,"TS.LKD",0.0923309996886013,0.065729575080856,0.131897991007039
2023-07-30,"LVZS",0.0832127143598232,0.0556668654066268,0.131487906671
2023-07-30,"LSDP",0.160592359932879,0.107749539730807,0.238509102131635
2023-07-30,"LRLS",0.0592880933135453,0.042221126121423,0.0888389356236212
2023-07-30,"DP",0.0407531693635281,0.0212282835557461,0.0990286543027348
2023-07-30,"LP",0.0288889585983277,0.0198241554040366,0.0458264995988814
2023-07-30,"LSDDP.LRP",0.0227989561545537,0.0119766144708481,0.0601914837919015
2023-07-30,"LLRA.KSS",0.0195473462303738,0.0111981143241004,0.0465775347595351
2023-07-30,"TT.LT",0.0275867109835383,0.0174653515481157,0.0525127778480158
2023-07-30,"VL",0.0869025931347056,0.0528091476509781,0.157653839496512
2023-07-30,"NA.",0.00039930858747096,0.000169679897280637,0.000955659436216258
2023-07-30,"oth",0.337179977662881,0.281815933161159,0.376830716031309
2023-08-06,"TS.LKD",0.0922525169500644,0.0657567502322793,0.132114281409762
2023-08-06,"LVZS",0.0832566194864217,0.0556707339847291,0.131506407623373
2023-08-06,"LSDP",0.160700607017649,0.107969545325812,0.238974778414405
2023-08-06,"LRLS",0.0592807804624868,0.0423442666117045,0.0891629097407099
2023-08-06,"DP",0.0406608231599083,0.021123585136112,0.0992518516374855
2023-08-06,"LP",0.0288432609857118,0.0197207403807305,0.0459262395181328
2023-08-06,"LSDDP.LRP",0.0230569773317638,0.0121312941599529,0.0611001654374829
2023-08-06,"LLRA.KSS",0.0195067704586271,0.011218648398345,0.0463446950193591
2023-08-06,"TT.LT",0.0273146297661039,0.0173079537065602,0.0521081344890202
2023-08-06,"VL",0.0859856113555909,0.0523688221795451,0.156001137356752
2023-08-06,"NA.",0.000389641703640599,0.000165018528382001,0.00096009128409863
2023-08-06,"oth",0.338117422745776,0.282712630212569,0.377502568738197
2023-08-13,"TS.LKD",0.092145942451361,0.0658365611731314,0.132121219962565
2023-08-13,"LVZS",0.0833884026825918,0.0557426520948233,0.131517313272528
2023-08-13,"LSDP",0.160881285535842,0.108243520030432,0.239646293619954
2023-08-13,"LRLS",0.0592887700518855,0.0424555144868909,0.0890840146367062
2023-08-13,"DP",0.0404699695382866,0.0209749423272634,0.0993037568417506
2023-08-13,"LP",0.0288931567132135,0.0197541400864306,0.0459633793335725
2023-08-13,"LSDDP.LRP",0.0233514298259974,0.0123884581215813,0.0619142892338672
2023-08-13,"LLRA.KSS",0.0194554001421239,0.0112233863594592,0.0460946361794356
2023-08-13,"TT.LT",0.0270628061937531,0.0171467748142997,0.0516928806807019
2023-08-13,"VL",0.0851084680185489,0.0519460592079578,0.154919436506412
2023-08-13,"NA.",0.000383440557590105,0.000162859475536804,0.000959528113936945
2023-08-13,"oth",0.338871560596575,0.283117879960843,0.378662315407114
2023-08-21,"TS.LKD",0.0920820241851819,0.0655796054692163,0.131565333283653
2023-08-21,"LVZS",0.0836347040934372,0.0558168722262446,0.131608667760599
2023-08-21,"LSDP",0.161191134292567,0.108136179564593,0.23976328966444
2023-08-21,"LRLS",0.0591358603579732,0.0425401328450671,0.0888285316923135
2023-08-21,"DP",0.0403412777508955,0.0208878519052497,0.0991716769060567
2023-08-21,"LP",0.0289062812754182,0.0197671492394086,0.0458860063843502
2023-08-21,"LSDDP.LRP",0.023725313161595,0.012614515710319,0.0627521500779186
2023-08-21,"LLRA.KSS",0.0194251939641216,0.0111512857854928,0.0461252240398423
2023-08-21,"TT.LT",0.0268199409193429,0.0169679725554789,0.0510741185494488
2023-08-21,"VL",0.084359767169496,0.0513928575651553,0.153518623321964
2023-08-21,"NA.",0.000377937063628524,0.00015954887554661,0.000967800890513947
2023-08-21,"oth",0.339673312743116,0.283973345755539,0.3796338328874
2023-08-28,"TS.LKD",0.0920989510786222,0.0656961516730733,0.131597893820771
2023-08-28,"LVZS",0.0837351861632944,0.0557453589912837,0.131680906297876
2023-08-28,"LSDP",0.161462139650679,0.108907408523066,0.239952374576159
2023-08-28,"LRLS",0.0591233448462404,0.0424565685068873,0.0883337189533524
2023-08-28,"DP",0.0401495796362112,0.0207549421698063,0.0984315932980837
2023-08-28,"LP",0.0289172268704124,0.0197091337612992,0.0459989607221864
2023-08-28,"LSDDP.LRP",0.0240925674936089,0.0128503738221411,0.0633050521013417
2023-08-28,"LLRA.KSS",0.0193989562722512,0.0110627983387723,0.0461348666932485
2023-08-28,"TT.LT",0.0265130170488866,0.0167885664592144,0.0505506781019936
2023-08-28,"VL",0.083456138463927,0.050937806821384,0.150840482302893
2023-08-28,"NA.",0.000372842242665271,0.000159136637379677,0.000951297835237192
2023-08-28,"oth",0.340390866750626,0.284595695288251,0.380473823406789
2023-09-04,"TS.LKD",0.0920890460211616,0.0657909171744618,0.131685522890666
2023-09-04,"LVZS",0.0838692869236533,0.0560864009075502,0.13185263853873
2023-09-04,"LSDP",0.161722691211203,0.109244951416188,0.240334025109945
2023-09-04,"LRLS",0.0590486167171077,0.0423438239495586,0.0878535477840397
2023-09-04,"DP",0.0400127756747055,0.0207111277515829,0.0977874848712109
2023-09-04,"LP",0.0288962166811632,0.0198064221016525,0.0462461789789363
2023-09-04,"LSDDP.LRP",0.0244335008995583,0.0130661048953599,0.0639849638174679
2023-09-04,"LLRA.KSS",0.0193565182197169,0.0110001543275561,0.0461206154703173
2023-09-04,"TT.LT",0.0262133703346636,0.0166447474894004,0.0500379447196344
2023-09-04,"VL",0.0825982019898259,0.0503806499424405,0.148965610725029
2023-09-04,"NA.",0.000365985578628039,0.000159960168892585,0.000904274367519285
2023-09-04,"oth",0.341113221832905,0.285016897410294,0.381396810474816
2023-09-11,"TS.LKD",0.0919952280732793,0.0655812584527203,0.131661327934644
2023-09-11,"LVZS",0.0839923934956037,0.0561845669686517,0.13191543806832
2023-09-11,"LSDP",0.162138066009192,0.10935604591044,0.240560039652998
2023-09-11,"LRLS",0.058963697297907,0.042086329039183,0.087859564023212
2023-09-11,"DP",0.0397727268480128,0.0207230368189949,0.0974407315358627
2023-09-11,"LP",0.0288725231264397,0.0198977990274283,0.0462387018861553
2023-09-11,"LSDDP.LRP",0.0248112875431208,0.0132690239546667,0.0645316184291415
2023-09-11,"LLRA.KSS",0.0192977375134966,0.0109832897155775,0.0461369852010687
2023-09-11,"TT.LT",0.0258659597264716,0.0164686246169043,0.0495280955412914
2023-09-11,"VL",0.0818923695161699,0.0500522557301383,0.14741587197161
2023-09-11,"NA.",0.000361123794239768,0.000162167303883847,0.000894479278602595
2023-09-11,"oth",0.341758745881849,0.285528760287522,0.382048714208871
2023-09-18,"TS.LKD",0.091908754969511,0.0656751037929514,0.131624687317453
2023-09-18,"LVZS",0.0841276772395617,0.0562951225148222,0.131675097556652
2023-09-18,"LSDP",0.162376304006797,0.10984749169022,0.241372568161259
2023-09-18,"LRLS",0.0588806965095271,0.0420629817232184,0.0875716441022124
2023-09-18,"DP",0.0395797387966513,0.0204862581286884,0.0966415122236476
2023-09-18,"LP",0.0289322456784813,0.0199233092195677,0.0462307617468187
2023-09-18,"LSDDP.LRP",0.0251246177252599,0.0134632969396269,0.0652066814996003
2023-09-18,"LLRA.KSS",0.0192704679670375,0.0109004479823434,0.0459249227842432
2023-09-18,"TT.LT",0.0255457483005711,0.0162213829094017,0.04877894078537
2023-09-18,"VL",0.0814315770998312,0.0496505947943926,0.14590797019799
2023-09-18,"NA.",0.000358644946213723,0.000166059860491824,0.000867812128155991
2023-09-18,"oth",0.342490178168467,0.286171140362594,0.382504955117811
2023-09-25,"TS.LKD",0.0919019074580097,0.0656505355510022,0.132070399496271
2023-09-25,"LVZS",0.0842741181634695,0.0563454418272576,0.131559827329019
2023-09-25,"LSDP",0.162734717262978,0.110195992114287,0.242669065069343
2023-09-25,"LRLS",0.058695765964192,0.0419078728914446,0.0874817669797852
2023-09-25,"DP",0.0394413127306663,0.0203294446210054,0.0958490599692239
2023-09-25,"LP",0.0289647026917485,0.0199170760100979,0.0462831475522314
2023-09-25,"LSDDP.LRP",0.025558749209528,0.0135933862996385,0.0662082814713509
2023-09-25,"LLRA.KSS",0.0192418865749815,0.0108779708208935,0.0457459352264956
2023-09-25,"TT.LT",0.0251723192831309,0.0160292222565565,0.0481764944868476
2023-09-25,"VL",0.0807139273238857,0.0490736700548448,0.145042836687936
2023-09-25,"NA.",0.000359132566168162,0.000167816207329216,0.00085396499556956
2023-09-25,"oth",0.343153130811533,0.286517212940063,0.383163097344496
2023-10-02,"TS.LKD",0.0919807370307375,0.0655221935335355,0.132122421895071
2023-10-02,"LVZS",0.0844012531362904,0.0563030424046268,0.131646447808598
2023-10-02,"LSDP",0.163167708556286,0.110438040085453,0.243517247270849
2023-10-02,"LRLS",0.0584390271124923,0.0416241800840583,0.0873680119706359
2023-10-02,"DP",0.0393129508537953,0.0202309069082359,0.0960143400728622
2023-10-02,"LP",0.0289938027058016,0.0199610643167244,0.0463310920793219
2023-10-02,"LSDDP.LRP",0.0258874087747135,0.0137993429043143,0.0669820194896616
2023-10-02,"LLRA.KSS",0.0192343050817271,0.0108712390345394,0.045610748207065
2023-10-02,"TT.LT",0.024769002768207,0.015798116260568,0.0473063804407397
2023-10-02,"VL",0.0802039022632816,0.0485961559988476,0.144275126543059
2023-10-02,"NA.",0.000359686276073755,0.000169515449052833,0.000817878903368906
2023-10-02,"oth",0.343478787535391,0.286528591140378,0.383396382722197
2023-10-09,"TS.LKD",0.0919991599522885,0.065426727400007,0.132129085180383
2023-10-09,"LVZS",0.0844655660658021,0.0562331209055083,0.131465123561559
2023-10-09,"LSDP",0.163545494248272,0.110870373825579,0.244521663633848
2023-10-09,"LRLS",0.0582235763655774,0.0414928865977701,0.0870376022667674
2023-10-09,"DP",0.0391438528888985,0.0201121912045427,0.0954286741414118
2023-10-09,"LP",0.0290214736349611,0.0199759569253439,0.0464330798811982
2023-10-09,"LSDDP.LRP",0.0262744842402984,0.0139626258522611,0.0678676986907799
2023-10-09,"LLRA.KSS",0.0191864473028536,0.0108633252947818,0.0455559527829144
2023-10-09,"TT.LT",0.024411231287909,0.0156104131317999,0.0467343870550763
2023-10-09,"VL",0.0796667616436896,0.04835607886956,0.143644795631946
2023-10-09,"NA.",0.000362070784542178,0.000174432862105307,0.000847119726416663
2023-10-09,"oth",0.343867063011275,0.286837979493063,0.38363854367471
2023-10-16,"TS.LKD",0.091947927661648,0.0655341027910705,0.132090863627323
2023-10-16,"LVZS",0.084654706769901,0.0563656617421134,0.131309692100429
2023-10-16,"LSDP",0.163959419254315,0.111000063734184,0.245112761973969
2023-10-16,"LRLS",0.0579530056310609,0.0412482356891483,0.0864146808923762
2023-10-16,"DP",0.0389033255581071,0.0201624231568627,0.094685959994212
2023-10-16,"LP",0.0290692885011167,0.0200249356001863,0.0465467250497083
2023-10-16,"LSDDP.LRP",0.0265818816749804,0.0141377170597085,0.0688038666784598
2023-10-16,"LLRA.KSS",0.0191276795638939,0.0108226350875369,0.045517291506428
2023-10-16,"TT.LT",0.0240604024503893,0.0153618622826545,0.0459272561421073
2023-10-16,"VL",0.0793109541493285,0.0481614850022397,0.143016733891884
2023-10-16,"NA.",0.000372338486019207,0.000178617279384879,0.000850578914687379
2023-10-16,"oth",0.343934294782824,0.287201896431948,0.383945813043131
2023-10-23,"TS.LKD",0.092009095910496,0.0655810857504918,0.132182952164074
2023-10-23,"LVZS",0.0847604988007507,0.0564660448768799,0.132072923402245
2023-10-23,"LSDP",0.16429509550917,0.111083025665719,0.24517906219601
2023-10-23,"LRLS",0.0577531190725634,0.0411329313270168,0.0858866829986329
2023-10-23,"DP",0.0387125251510792,0.0201315508667726,0.0945401813575163
2023-10-23,"LP",0.0291615607561288,0.020065156452725,0.0466847332493742
2023-10-23,"LSDDP.LRP",0.0270010201387428,0.0142966345572623,0.0694897860487932
2023-10-23,"LLRA.KSS",0.0190774938075772,0.0107702031584914,0.0453968738519157
2023-10-23,"TT.LT",0.0236190969334881,0.0151136254913713,0.0453062426799647
2023-10-23,"VL",0.0789912662865964,0.0479864000495777,0.142702249853626
2023-10-23,"NA.",0.000386625537623712,0.000189969538736451,0.000875630042733769
2023-10-23,"oth",0.344112518222114,0.287515479304075,0.384027048847802
2023-10-30,"TS.LKD",0.0920738002266981,0.0655509272301287,0.132296719065479
2023-10-30,"LVZS",0.0847828324206259,0.0566427958911074,0.132406785027559
2023-10-30,"LSDP",0.164670613516119,0.11164123544652,0.245890537807405
2023-10-30,"LRLS",0.0574227406235453,0.0410911611987624,0.08522559167752
2023-10-30,"DP",0.0386326038267456,0.0200061122565272,0.0943047269323086
2023-10-30,"LP",0.0292732866080795,0.0201610881757042,0.0468628476825189
2023-10-30,"LSDDP.LRP",0.0273013094755562,0.0145707830243223,0.0704886329957626
2023-10-30,"LLRA.KSS",0.0190414583089927,0.010721068515937,0.0453133744596563
2023-10-30,"TT.LT",0.0232563057806423,0.0148368006412885,0.0445667838478113
2023-10-30,"VL",0.0786099666548893,0.0477313156012522,0.142552338719552
2023-10-30,"NA.",0.000408754743395118,0.000203659803820792,0.000916123956448161
2023-10-30,"oth",0.34425491803265,0.287508913752266,0.384022300182208
2023-11-06,"TS.LKD",0.0921212081863201,0.0655761768623039,0.132447939999102
2023-11-06,"LVZS",0.0848459427529011,0.0566994012229784,0.132452696667964
2023-11-06,"LSDP",0.165055501208729,0.111994055888278,0.245726605383982
2023-11-06,"LRLS",0.0570638895709675,0.0408243963496093,0.0848949665323473
2023-11-06,"DP",0.0386070192624311,0.0199581669797767,0.0942799513842396
2023-11-06,"LP",0.0293398750303427,0.020242982654943,0.0468899378733254
2023-11-06,"LSDDP.LRP",0.0277017920615738,0.0147651524354722,0.0712190857822662
2023-11-06,"LLRA.KSS",0.0189803830051103,0.0106867571576907,0.0451373238911312
2023-11-06,"TT.LT",0.0228965026626544,0.0145709723387466,0.043954127250363
2023-11-06,"VL",0.0784230500442094,0.047813089306531,0.141907775121564
2023-11-06,"NA.",0.000441207181453249,0.000220096863587118,0.00097057369836427
2023-11-06,"oth",0.34426845372365,0.28739047406422,0.383928548940964
2023-11-13,"TS.LKD",0.0922449669814656,0.0656837501192048,0.132660398170624
2023-11-13,"LVZS",0.084897719948073,0.0567353648336559,0.132485001510617
2023-11-13,"LSDP",0.165445171168493,0.111988667568401,0.246051700137195
2023-11-13,"LRLS",0.0567629938172657,0.040549518519084,0.0844864632155308
2023-11-13,"DP",0.0386123975225932,0.0199453976208179,0.0941939278773075
2023-11-13,"LP",0.0294228359285871,0.0203005243008061,0.0469709327762381
2023-11-13,"LSDDP.LRP",0.0279993402702427,0.0149590903712653,0.0721016577762194
2023-11-13,"LLRA.KSS",0.0189249687905215,0.0106400298597132,0.0449243344788889
2023-11-13,"TT.LT",0.0225478236012167,0.01432151077311,0.0434124602063262
2023-11-13,"VL",0.0782108447296067,0.0478957969369534,0.141999315888878
2023-11-13,"NA.",0.000495353948453359,0.000250059833801233,0.00107144298846324
2023-11-13,"oth",0.344255696542613,0.287262418175915,0.383860291810935
2023-11-20,"TS.LKD",0.0922396334075917,0.0656896136371085,0.132645262156327
2023-11-20,"LVZS",0.0850974354995044,0.0567903489445359,0.132358344473209
2023-11-20,"LSDP",0.165960799004691,0.112325188887897,0.246293274521656
2023-11-20,"LRLS",0.0563816677764269,0.0401564545867611,0.0841630928735203
2023-11-20,"DP",0.038682151630801,0.0200605925729893,0.0938303880393335
2023-11-20,"LP",0.0295115596927119,0.0203643232310978,0.0471865926677557
2023-11-20,"LSDDP.LRP",0.0283727646528203,0.015051340815869,0.072870571411539
