"date","party","res","mandates"
"2025-04-30","LLRA.KSS",0.0354720838140561,0
"2025-04-30","VL",0.0997722240864405,9
"2025-04-30","NA.",0.0763304921970845,7
"2025-04-30","NS",0.0208834028723872,0
"2025-05-07","TS.LKD",0.208689838806839,18
"2025-05-07","LVZS",0.105403227717655,9
"2025-05-07","LSDP",0.18934952212177,17
"2025-05-07","LRLS",0.119977235021968,11
"2025-05-07","DP",0.0244403419064841,0
"2025-05-07","LP",0.0352339075462115,0
"2025-05-07","LLRA.KSS",0.0360295332408355,0
"2025-05-07","VL",0.0997505413005625,9
"2025-05-07","NA.",0.0732419881992981,6
"2025-05-07","NS",0.0208838641383758,0
"2025-05-14","TS.LKD",0.210377355502429,18
"2025-05-14","LVZS",0.106076241765819,9
"2025-05-14","LSDP",0.189043789159159,17
"2025-05-14","LRLS",0.120812749957218,11
"2025-05-14","DP",0.0243940409636742,0
"2025-05-14","LP",0.0355921082562432,0
"2025-05-14","LLRA.KSS",0.036378392084016,0
"2025-05-14","VL",0.0995807632204863,9
"2025-05-14","NA.",0.0697715396635411,6
"2025-05-14","NS",0.0209730194274138,0
"2025-05-21","TS.LKD",0.212079032947929,19
"2025-05-21","LVZS",0.106495762315332,9
"2025-05-21","LSDP",0.189029731571214,16
"2025-05-21","LRLS",0.121640482564223,11
"2025-05-21","DP",0.0243737170507846,0
"2025-05-21","LP",0.0359420269614135,0
"2025-05-21","LLRA.KSS",0.036934860383494,0
"2025-05-21","VL",0.0995974134286203,9
"2025-05-21","NA.",0.065890848583151,6
"2025-05-21","NS",0.0210161241938385,0
"2025-05-28","TS.LKD",0.213495030833605,19
"2025-05-28","LVZS",0.107060690808634,9
"2025-05-28","LSDP",0.188722860773629,17
"2025-05-28","LRLS",0.122243466028201,11
"2025-05-28","DP",0.0244526421689614,0
"2025-05-28","LP",0.036158292146612,0
"2025-05-28","LLRA.KSS",0.0373808220417055,0
"2025-05-28","VL",0.0990314010687124,9
"2025-05-28","NA.",0.0633535127407131,5
"2025-05-28","NS",0.0211012813892266,0
"2025-06-04","TS.LKD",0.214828249514799,19
"2025-06-04","LVZS",0.107335208622282,9
"2025-06-04","LSDP",0.187814959653104,17
"2025-06-04","LRLS",0.122731934926282,11
"2025-06-04","DP",0.0243797223927115,0
"2025-06-04","LP",0.0363676994754335,0
"2025-06-04","LLRA.KSS",0.0376456101963336,0
"2025-06-04","VL",0.0985041269434731,9
"2025-06-04","NA.",0.0622188186554478,5
"2025-06-04","NS",0.0211736696201336,0
"2025-06-12","TS.LKD",0.215992046189809,19
"2025-06-12","LVZS",0.107529693715266,10
"2025-06-12","LSDP",0.186665516153626,16
"2025-06-12","LRLS",0.123037318127141,11
"2025-06-12","DP",0.0242830016653224,0
"2025-06-12","LP",0.0366097769198084,0
"2025-06-12","LLRA.KSS",0.0379152625863016,0
"2025-06-12","VL",0.0978624228195656,9
"2025-06-12","NA.",0.0619154920238065,5
"2025-06-12","NS",0.0211894697993528,0
"2025-06-19","TS.LKD",0.21685477666924,19
"2025-06-19","LVZS",0.107675604595577,9
"2025-06-19","LSDP",0.185341233897672,16
"2025-06-19","LRLS",0.123397648280628,11
"2025-06-19","DP",0.0241811771663661,0
"2025-06-19","LP",0.0367587963073615,0
"2025-06-19","LLRA.KSS",0.038091444713146,0
"2025-06-19","VL",0.0970740509547108,9
"2025-06-19","NA.",0.0624439370642726,6
"2025-06-19","NS",0.0211813303510259,0
"2025-06-26","TS.LKD",0.217878841908259,19
"2025-06-26","LVZS",0.107921308558327,10
"2025-06-26","LSDP",0.183782260357142,16
"2025-06-26","LRLS",0.123485324586726,11
"2025-06-26","DP",0.0241168513552056,0
"2025-06-26","LP",0.0369490184796265,0
"2025-06-26","LLRA.KSS",0.0382822587957561,0
"2025-06-26","VL",0.0965876161227537,8
"2025-06-26","NA.",0.0627965590261814,6
"2025-06-26","NS",0.0211999608100227,0
"2025-07-03","TS.LKD",0.218896817327557,19
"2025-07-03","LVZS",0.108158767286328,10
"2025-07-03","LSDP",0.182800636666049,16
"2025-07-03","LRLS",0.123659605706328,11
"2025-07-03","DP",0.0239662911866014,0
"2025-07-03","LP",0.0372676164580508,0
"2025-07-03","LLRA.KSS",0.038447636813672,0
"2025-07-03","VL",0.0959101963357335,8
"2025-07-03","NA.",0.0627460991699006,6
"2025-07-03","NS",0.0211463330497798,0
"2025-07-10","TS.LKD",0.219900604310595,19
"2025-07-10","LVZS",0.108346969677762,10
"2025-07-10","LSDP",0.1818676188077,16
"2025-07-10","LRLS",0.123737902887156,11
"2025-07-10","DP",0.0238493465024543,0
"2025-07-10","LP",0.0374115941514734,0
"2025-07-10","LLRA.KSS",0.0384987949853293,0
"2025-07-10","VL",0.0955507125413027,8
"2025-07-10","NA.",0.0627492201905386,6
"2025-07-10","NS",0.0210872359456895,0
"2025-07-17","TS.LKD",0.220959872713378,19
"2025-07-17","LVZS",0.108610942766452,10
"2025-07-17","LSDP",0.180691826547468,16
"2025-07-17","LRLS",0.123663494482429,11
"2025-07-17","DP",0.0237731291100474,0
"2025-07-17","LP",0.0376113120982942,0
"2025-07-17","LLRA.KSS",0.0385792686111453,0
"2025-07-17","VL",0.0950155370250653,8
"2025-07-17","NA.",0.062950444349702,6
"2025-07-17","NS",0.0211441722960185,0
